Strategy report
Symbol: /MNQ:XCME
Work Time: 9/21/22, 5:15 AM - 6/7/23, 7:15 AM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
481;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,234.50;4/3/23, 12:15 PM;;$69,152.00;4.0;
482;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,288.50;4/4/23, 6:15 AM;$216.00;$69,329.00;0.0;
483;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,288.50;4/4/23, 6:15 AM;;$69,342.00;-4.0;
484;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,058.50;4/6/23, 4:15 AM;$920.00;$70,249.00;0.0;
485;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,058.50;4/6/23, 4:15 AM;;$70,227.00;4.0;
486;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,011.50;4/6/23, 6:15 AM;($188.00);$70,061.00;0.0;
487;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,011.50;4/6/23, 6:15 AM;;$70,056.00;-4.0;
488;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,059.25;4/6/23, 8:15 AM;($191.00);$69,870.00;0.0;
489;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,059.25;4/6/23, 8:15 AM;;$69,925.00;4.0;
490;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,149.25;4/7/23, 5:00 AM;$360.00;$70,230.00;0.0;
491;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,149.25;4/7/23, 5:00 AM;;$70,226.00;-4.0;
492;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,178.00;4/9/23, 3:00 PM;($115.00);$70,115.00;0.0;
493;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,178.00;4/9/23, 3:00 PM;;$70,144.00;4.0;
494;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,159.75;4/9/23, 5:15 PM;($73.00);$70,042.00;0.0;
495;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,159.75;4/9/23, 5:15 PM;;$70,096.00;-4.0;
496;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,066.00;4/10/23, 8:15 AM;$375.00;$70,417.00;0.0;
497;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,066.00;4/10/23, 8:15 AM;;$70,411.00;4.0;
498;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,137.50;4/11/23, 4:15 AM;$286.00;$70,703.00;0.0;
499;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,137.50;4/11/23, 4:15 AM;;$70,713.00;-4.0;
500;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,081.50;4/12/23, 1:15 AM;$224.00;$70,927.00;0.0;
501;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,081.50;4/12/23, 1:15 AM;;$70,946.00;4.0;
502;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,054.50;4/12/23, 5:30 AM;($108.00);$70,819.00;0.0;
503;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,054.50;4/12/23, 5:30 AM;;$70,250.00;-4.0;
504;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,197.00;4/12/23, 5:45 AM;($570.00);$70,249.00;0.0;
505;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,197.00;4/12/23, 5:45 AM;;$70,157.00;4.0;
506;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,183.00;4/12/23, 6:15 AM;($56.00);$70,193.00;0.0;
507;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,183.00;4/12/23, 6:15 AM;;$70,298.00;-4.0;
508;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,004.50;4/13/23, 2:30 AM;$714.00;$70,907.00;0.0;
509;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,004.50;4/13/23, 2:30 AM;;$70,859.00;4.0;
510;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,980.00;4/13/23, 4:45 AM;($98.00);$70,809.00;0.0;
511;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,980.00;4/13/23, 4:45 AM;;$70,869.00;-4.0;
512;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,967.00;4/13/23, 5:15 AM;$52.00;$70,861.00;0.0;
513;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,967.00;4/13/23, 5:15 AM;;$70,941.00;4.0;
514;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,189.00;4/14/23, 1:15 AM;$888.00;$71,749.00;0.0;
515;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,189.00;4/14/23, 1:15 AM;;$71,770.00;-4.0;
516;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,126.50;4/14/23, 6:15 AM;$250.00;$71,999.00;0.0;
517;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,126.50;4/14/23, 6:15 AM;;$72,051.00;4.0;
518;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,189.25;4/14/23, 7:15 AM;$251.00;$72,250.00;0.0;
519;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,189.25;4/14/23, 7:15 AM;;$72,440.00;-4.0;
520;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,189.00;4/14/23, 1:15 PM;$1.00;$72,251.00;0.0;
521;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,189.00;4/14/23, 1:15 PM;;$72,299.00;4.0;
522;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,183.75;4/17/23, 2:15 AM;($21.00);$72,230.00;0.0;
523;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,183.75;4/17/23, 2:15 AM;;$72,251.00;-4.0;
524;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,152.75;4/17/23, 12:15 PM;$124.00;$72,354.00;0.0;
525;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,152.75;4/17/23, 12:15 PM;;$72,439.00;4.0;
526;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,218.00;4/18/23, 7:15 AM;$261.00;$72,615.00;0.0;
527;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,218.00;4/18/23, 7:15 AM;;$72,778.00;-4.0;
528;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,114.00;4/19/23, 7:15 AM;$416.00;$73,031.00;0.0;
529;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,114.00;4/19/23, 7:15 AM;;$73,047.00;4.0;
530;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,128.00;4/19/23, 10:15 PM;$56.00;$73,087.00;0.0;
531;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,128.00;4/19/23, 10:15 PM;;$73,134.00;-4.0;
532;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,060.25;4/20/23, 6:15 AM;$271.00;$73,358.00;0.0;
533;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,060.25;4/20/23, 6:15 AM;;$73,325.00;4.0;
534;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,085.25;4/20/23, 9:30 PM;$100.00;$73,458.00;0.0;
535;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,085.25;4/20/23, 9:30 PM;;$73,456.00;-4.0;
536;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,062.75;4/21/23, 7:30 AM;$90.00;$73,548.00;0.0;
537;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,062.75;4/21/23, 7:30 AM;;$73,376.00;4.0;
538;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,079.75;4/24/23, 7:15 AM;$68.00;$73,616.00;0.0;
539;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,079.75;4/24/23, 7:15 AM;;$73,558.00;-4.0;
540;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,014.75;4/25/23, 4:30 AM;$260.00;$73,876.00;0.0;
541;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,014.75;4/25/23, 4:30 AM;;$73,809.00;4.0;
542;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,952.25;4/25/23, 7:15 AM;($250.00);$73,626.00;0.0;
543;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,952.25;4/25/23, 7:15 AM;;$73,642.00;-4.0;
544;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,919.75;4/25/23, 1:15 PM;$130.00;$73,756.00;0.0;
545;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,919.75;4/25/23, 1:15 PM;;$73,724.00;4.0;
546;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,895.00;4/26/23, 4:15 AM;($99.00);$73,657.00;0.0;
547;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,895.00;4/26/23, 4:15 AM;;$73,629.00;-4.0;
548;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,950.75;4/26/23, 6:15 AM;($223.00);$73,434.00;0.0;
549;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,950.75;4/26/23, 6:15 AM;;$73,432.00;4.0;
550;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,914.00;4/26/23, 11:15 AM;($147.00);$73,287.00;0.0;
551;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,914.00;4/26/23, 11:15 AM;;$73,253.00;-4.0;
552;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,998.75;4/27/23, 12:15 AM;($339.00);$72,948.00;0.0;
553;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,998.75;4/27/23, 12:15 AM;;$72,981.00;4.0;
554;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,209.50;4/28/23, 8:00 AM;$843.00;$73,791.00;0.0;
555;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,209.50;4/28/23, 8:00 AM;;$73,809.00;-4.0;
556;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,292.00;4/28/23, 12:15 PM;($330.00);$73,461.00;0.0;
557;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,292.00;4/28/23, 12:15 PM;;$73,442.00;4.0;
558;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,309.00;5/1/23, 1:15 AM;$68.00;$73,529.00;0.0;
559;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,309.00;5/1/23, 1:15 AM;;$73,535.00;-4.0;
560;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,335.25;5/1/23, 9:45 AM;($105.00);$73,424.00;0.0;
561;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,335.25;5/1/23, 9:45 AM;;$73,468.00;4.0;
562;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,294.75;5/1/23, 5:15 PM;($162.00);$73,262.00;0.0;
563;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,294.75;5/1/23, 5:15 PM;;$73,340.00;-4.0;
564;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,204.25;5/2/23, 11:00 AM;$362.00;$73,624.00;0.0;
565;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,204.25;5/2/23, 11:00 AM;;$73,514.00;4.0;
566;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,160.00;5/3/23, 12:15 PM;($177.00);$73,447.00;0.0;
567;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,160.00;5/3/23, 12:15 PM;;$73,592.00;-4.0;
568;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,156.00;5/4/23, 12:45 AM;$16.00;$73,463.00;0.0;
569;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,156.00;5/4/23, 12:45 AM;;$73,443.00;4.0;
570;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,097.00;5/4/23, 4:15 AM;($236.00);$73,227.00;0.0;
571;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,097.00;5/4/23, 4:15 AM;;$73,219.00;-4.0;
572;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,108.50;5/4/23, 6:00 PM;($46.00);$73,181.00;0.0;
573;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,108.50;5/4/23, 6:00 PM;;$73,187.00;4.0;
574;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,292.00;5/8/23, 6:15 AM;$734.00;$73,915.00;0.0;
575;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,292.00;5/8/23, 6:15 AM;;$73,880.00;-4.0;
576;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,301.75;5/8/23, 8:15 AM;($39.00);$73,876.00;0.0;
577;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,301.75;5/8/23, 8:15 AM;;$73,826.00;4.0;
578;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,312.00;5/9/23, 1:15 AM;$41.00;$73,917.00;0.0;
579;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,312.00;5/9/23, 1:15 AM;;$73,959.00;-4.0;
580;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,250.25;5/10/23, 4:15 AM;$247.00;$74,164.00;0.0;
581;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,250.25;5/10/23, 4:15 AM;;$74,200.00;4.0;
582;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,331.75;5/10/23, 10:15 AM;$326.00;$74,490.00;0.0;
583;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,331.75;5/10/23, 10:15 AM;;$74,723.00;-4.0;
584;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,434.75;5/11/23, 12:15 AM;($412.00);$74,078.00;0.0;
585;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,434.75;5/11/23, 12:15 AM;;$74,080.00;4.0;
586;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,418.75;5/11/23, 6:15 AM;($64.00);$74,014.00;0.0;
587;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,418.75;5/11/23, 6:15 AM;;$73,982.00;-4.0;
588;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,428.75;5/11/23, 9:15 AM;($40.00);$73,974.00;0.0;
589;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,428.75;5/11/23, 9:15 AM;;$74,021.00;4.0;
590;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,456.50;5/12/23, 5:30 AM;$111.00;$74,085.00;0.0;
591;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,456.50;5/12/23, 5:30 AM;;$74,022.00;-4.0;
592;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,382.75;5/12/23, 12:45 PM;$295.00;$74,380.00;0.0;
593;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,382.75;5/12/23, 12:45 PM;;$74,438.00;4.0;
594;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,425.00;5/15/23, 6:15 AM;$169.00;$74,549.00;0.0;
595;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,425.00;5/15/23, 6:15 AM;;$74,583.00;-4.0;
596;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,416.25;5/15/23, 8:15 AM;$35.00;$74,584.00;0.0;
597;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,416.25;5/15/23, 8:15 AM;;$74,636.00;4.0;
598;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,460.25;5/16/23, 5:15 AM;$176.00;$74,760.00;0.0;
599;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,460.25;5/16/23, 5:15 AM;;$74,757.00;-4.0;
600;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,436.50;5/16/23, 6:15 AM;$95.00;$74,855.00;0.0;
601;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,436.50;5/16/23, 6:15 AM;;$74,853.00;4.0;
602;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,516.00;5/17/23, 6:15 AM;$318.00;$75,173.00;0.0;
603;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,516.00;5/17/23, 6:15 AM;;$75,138.00;-4.0;
604;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,511.75;5/17/23, 7:15 AM;$17.00;$75,190.00;0.0;
605;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,511.75;5/17/23, 7:15 AM;;$75,202.00;4.0;
606;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,674.25;5/18/23, 5:15 AM;$650.00;$75,840.00;0.0;
607;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,674.25;5/18/23, 5:15 AM;;$75,852.00;-4.0;
608;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,645.75;5/18/23, 6:15 AM;$114.00;$75,954.00;0.0;
609;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,645.75;5/18/23, 6:15 AM;;$75,986.00;4.0;
610;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,896.50;5/19/23, 3:45 AM;$1,003.00;$76,957.00;0.0;
611;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,896.50;5/19/23, 3:45 AM;;$76,988.00;-4.0;
612;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,849.75;5/22/23, 6:15 AM;$187.00;$77,144.00;0.0;
613;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,849.75;5/22/23, 6:15 AM;;$77,138.00;4.0;
614;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,884.50;5/23/23, 4:15 AM;$139.00;$77,283.00;0.0;
615;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,884.50;5/23/23, 4:15 AM;;$77,254.00;-4.0;
616;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,631.75;5/24/23, 12:15 PM;$1,011.00;$78,294.00;0.0;
617;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,631.75;5/24/23, 12:15 PM;;$78,491.00;4.0;
618;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,967.75;5/25/23, 6:15 AM;$1,344.00;$79,638.00;0.0;
619;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,967.75;5/25/23, 6:15 AM;;$79,692.00;-4.0;
620;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,976.25;5/25/23, 8:15 AM;($34.00);$79,604.00;0.0;
621;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,976.25;5/25/23, 8:15 AM;;$79,552.00;4.0;
622;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$14,385.25;5/29/23, 7:15 PM;$1,636.00;$81,240.00;0.0;
623;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$14,385.25;5/29/23, 7:15 PM;;$81,247.00;-4.0;
624;HODL_Strategy(GoLong);Buy to Close;2;4.0;$14,398.75;5/30/23, 12:15 AM;($54.00);$81,186.00;0.0;
625;HODL_Strategy(GoLong);Buy to Open;2;4.0;$14,398.75;5/30/23, 12:15 AM;;$81,238.00;4.0;
626;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$14,527.75;5/30/23, 6:15 AM;$516.00;$81,702.00;0.0;
627;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$14,527.75;5/30/23, 6:15 AM;;$81,774.00;-4.0;
628;HODL_Strategy(GoLong);Buy to Close;2;4.0;$14,385.50;5/31/23, 6:45 AM;$569.00;$82,271.00;0.0;
629;HODL_Strategy(GoLong);Buy to Open;2;4.0;$14,385.50;5/31/23, 6:45 AM;;$82,231.00;4.0;
630;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$14,323.75;5/31/23, 7:15 AM;($247.00);$82,024.00;0.0;
631;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$14,323.75;5/31/23, 7:15 AM;;$82,126.00;-4.0;
632;HODL_Strategy(GoLong);Buy to Close;2;4.0;$14,385.50;6/1/23, 8:15 AM;($247.00);$81,777.00;0.0;
633;HODL_Strategy(GoLong);Buy to Open;2;4.0;$14,385.50;6/1/23, 8:15 AM;;$81,765.00;4.0;
634;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$14,515.00;6/2/23, 5:45 AM;$518.00;$82,295.00;0.0;
635;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$14,515.00;6/2/23, 5:45 AM;;$82,310.00;-4.0;
636;HODL_Strategy(GoLong);Buy to Close;2;4.0;$14,531.25;6/2/23, 7:15 AM;($65.00);$82,230.00;0.0;
637;HODL_Strategy(GoLong);Buy to Open;2;4.0;$14,531.25;6/2/23, 7:15 AM;;$82,197.00;4.0;
638;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$14,578.75;6/5/23, 12:15 PM;$190.00;$82,420.00;0.0;
639;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$14,578.75;6/5/23, 12:15 PM;;$82,368.00;-4.0;
640;HODL_Strategy(GoLong);Buy to Close;2;4.0;$14,609.50;6/6/23, 12:30 AM;($123.00);$82,297.00;0.0;
641;HODL_Strategy(GoLong);Buy to Open;2;4.0;$14,609.50;6/6/23, 12:30 AM;;$82,251.00;4.0;
642;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$14,571.25;6/6/23, 3:15 AM;($153.00);$82,144.00;0.0;
643;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$14,571.25;6/6/23, 3:15 AM;;$82,159.00;-4.0;
644;HODL_Strategy(GoLong);Buy to Close;2;4.0;$14,592.00;6/6/23, 8:15 AM;($83.00);$82,061.00;0.0;
645;HODL_Strategy(GoLong);Buy to Open;2;4.0;$14,592.00;6/6/23, 8:15 AM;;$81,943.00;4.0;
646;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$14,533.25;6/6/23, 10:00 AM;($235.00);$81,826.00;0.0;
647;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$14,533.25;6/6/23, 10:00 AM;;$81,656.00;-4.0;
648;HODL_Strategy(GoLong);Buy to Close;2;4.0;$14,569.00;6/7/23, 3:15 AM;($143.00);$81,683.00;0.0;
649;HODL_Strategy(GoLong);Buy to Open;2;4.0;$14,569.00;6/7/23, 3:15 AM;;$81,730.00;4.0;
650;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$14,598.00;6/7/23, 7:15 AM;$116.00;$81,799.00;0.0;
651;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$14,598.00;6/7/23, 7:15 AM;;$81,996.00;-4.0;


Max trade P/L: $3,023.00;

Total P/L: $81,799.00;

Total order(s): 325;
