Strategy report
Symbol: /MNQ:XCME
Work Time: 9/21/22, 5:15 AM - 6/7/23, 7:15 AM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
272;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,450.25;1/12/23, 8:15 AM;$127.00;$43,220.00;0.0;
273;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,450.25;1/12/23, 8:15 AM;;$43,222.00;4.0;
274;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,509.00;1/13/23, 3:15 AM;$235.00;$43,455.00;0.0;
275;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,509.00;1/13/23, 3:15 AM;;$43,533.00;-4.0;
276;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,499.75;1/13/23, 7:15 AM;$37.00;$43,492.00;0.0;
277;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,499.75;1/13/23, 7:15 AM;;$43,566.00;4.0;
278;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,574.00;1/16/23, 12:15 AM;$297.00;$43,789.00;0.0;
279;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,574.00;1/16/23, 12:15 AM;;$43,840.00;-4.0;
280;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,579.25;1/16/23, 5:15 AM;($21.00);$43,768.00;0.0;
281;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,579.25;1/16/23, 5:15 AM;;$43,753.00;4.0;
282;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,546.75;1/16/23, 10:15 PM;($130.00);$43,638.00;0.0;
283;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,546.75;1/16/23, 10:15 PM;;$43,621.00;-4.0;
284;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,582.25;1/17/23, 6:15 AM;($142.00);$43,496.00;0.0;
285;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,582.25;1/17/23, 6:15 AM;;$43,561.00;4.0;
286;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,564.50;1/17/23, 8:15 AM;($71.00);$43,425.00;0.0;
287;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,564.50;1/17/23, 8:15 AM;;$43,352.00;-4.0;
288;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,671.00;1/17/23, 6:45 PM;($426.00);$42,999.00;0.0;
289;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,671.00;1/17/23, 6:45 PM;;$42,909.00;4.0;
290;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,724.50;1/18/23, 7:15 AM;$214.00;$43,213.00;0.0;
291;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,724.50;1/18/23, 7:15 AM;;$43,242.00;-4.0;
292;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,479.25;1/19/23, 12:15 AM;$981.00;$44,194.00;0.0;
293;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,479.25;1/19/23, 12:15 AM;;$44,183.00;4.0;
294;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,465.25;1/19/23, 12:45 AM;($56.00);$44,138.00;0.0;
295;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,465.25;1/19/23, 12:45 AM;;$44,241.00;-4.0;
296;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,406.00;1/19/23, 11:15 AM;$237.00;$44,375.00;0.0;
297;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,406.00;1/19/23, 11:15 AM;;$44,485.00;4.0;
298;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,388.75;1/20/23, 12:30 AM;($69.00);$44,306.00;0.0;
299;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,388.75;1/20/23, 12:30 AM;;$44,243.00;-4.0;
300;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,437.00;1/20/23, 4:45 AM;($193.00);$44,113.00;0.0;
301;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,437.00;1/20/23, 4:45 AM;;$44,112.00;4.0;
302;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,880.00;1/24/23, 3:15 AM;$1,772.00;$45,885.00;0.0;
303;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,880.00;1/24/23, 3:15 AM;;$45,885.00;-4.0;
304;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,904.00;1/24/23, 7:15 AM;($96.00);$45,789.00;0.0;
305;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,904.00;1/24/23, 7:15 AM;;$45,769.00;4.0;
306;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,913.00;1/24/23, 3:15 PM;$36.00;$45,825.00;0.0;
307;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,913.00;1/24/23, 3:15 PM;;$46,101.00;-4.0;
308;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,701.25;1/25/23, 8:15 AM;$847.00;$46,672.00;0.0;
309;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,701.25;1/25/23, 8:15 AM;;$46,764.00;4.0;
310;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,993.00;1/26/23, 7:15 AM;$1,167.00;$47,839.00;0.0;
311;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,993.00;1/26/23, 7:15 AM;;$47,721.00;-4.0;
312;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,991.25;1/26/23, 10:15 AM;$7.00;$47,846.00;0.0;
313;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,991.25;1/26/23, 10:15 AM;;$47,878.00;4.0;
314;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,143.75;1/29/23, 11:15 PM;$610.00;$48,456.00;0.0;
315;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,143.75;1/29/23, 11:15 PM;;$48,459.00;-4.0;
316;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,119.75;1/30/23, 7:00 AM;$96.00;$48,552.00;0.0;
317;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,119.75;1/30/23, 7:00 AM;;$48,508.00;4.0;
318;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,109.00;1/30/23, 7:15 AM;($43.00);$48,509.00;0.0;
319;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,109.00;1/30/23, 7:15 AM;;$48,731.00;-4.0;
320;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,977.25;1/31/23, 12:00 AM;$527.00;$49,036.00;0.0;
321;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,977.25;1/31/23, 12:00 AM;;$48,952.00;4.0;
322;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,926.75;1/31/23, 12:45 AM;($202.00);$48,834.00;0.0;
323;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,926.75;1/31/23, 12:45 AM;;$48,852.00;-4.0;
324;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,925.25;1/31/23, 5:15 AM;$6.00;$48,840.00;0.0;
325;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,925.25;1/31/23, 5:15 AM;;$48,867.00;4.0;
326;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,147.00;2/1/23, 7:15 AM;$887.00;$49,727.00;0.0;
327;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,147.00;2/1/23, 7:15 AM;;$49,755.00;-4.0;
328;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,184.00;2/1/23, 11:15 AM;($148.00);$49,579.00;0.0;
329;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,184.00;2/1/23, 11:15 AM;;$49,438.00;4.0;
330;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,852.25;2/2/23, 11:15 AM;$2,673.00;$52,252.00;0.0;
331;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,852.25;2/2/23, 11:15 AM;;$52,389.00;-4.0;
332;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,629.50;2/3/23, 1:15 AM;$891.00;$53,143.00;0.0;
333;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,629.50;2/3/23, 1:15 AM;;$53,197.00;4.0;
334;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,756.25;2/3/23, 5:15 AM;$507.00;$53,650.00;0.0;
335;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,756.25;2/3/23, 5:15 AM;;$53,692.00;-4.0;
336;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,572.50;2/3/23, 6:15 AM;$735.00;$54,385.00;0.0;
337;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,572.50;2/3/23, 6:15 AM;;$54,396.00;4.0;
338;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,671.25;2/3/23, 11:15 AM;$395.00;$54,780.00;0.0;
339;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,671.25;2/3/23, 11:15 AM;;$54,866.00;-4.0;
340;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,591.25;2/6/23, 8:30 AM;$320.00;$55,100.00;0.0;
341;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,591.25;2/6/23, 8:30 AM;;$55,036.00;4.0;
342;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,498.25;2/6/23, 12:15 PM;($372.00);$54,728.00;0.0;
343;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,498.25;2/6/23, 12:15 PM;;$54,781.00;-4.0;
344;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,555.25;2/7/23, 8:15 AM;($228.00);$54,500.00;0.0;
345;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,555.25;2/7/23, 8:15 AM;;$54,511.00;4.0;
346;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,653.75;2/7/23, 10:15 AM;$394.00;$54,894.00;0.0;
347;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,653.75;2/7/23, 10:15 AM;;$55,318.00;-4.0;
348;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,671.25;2/7/23, 11:45 AM;($70.00);$54,824.00;0.0;
349;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,671.25;2/7/23, 11:45 AM;;$54,930.00;4.0;
350;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,696.50;2/8/23, 7:15 AM;$101.00;$54,925.00;0.0;
351;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,696.50;2/8/23, 7:15 AM;;$55,029.00;-4.0;
352;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,662.75;2/9/23, 1:15 AM;$135.00;$55,060.00;0.0;
353;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,662.75;2/9/23, 1:15 AM;;$55,059.00;4.0;
354;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,685.00;2/9/23, 7:15 AM;$89.00;$55,149.00;0.0;
355;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,685.00;2/9/23, 7:15 AM;;$55,409.00;-4.0;
356;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,317.00;2/12/23, 11:15 PM;$1,472.00;$56,621.00;0.0;
357;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,317.00;2/12/23, 11:15 PM;;$56,690.00;4.0;
358;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,581.75;2/14/23, 5:15 AM;$1,059.00;$57,680.00;0.0;
359;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,581.75;2/14/23, 5:15 AM;;$57,684.00;-4.0;
360;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,585.75;2/14/23, 7:00 AM;($16.00);$57,664.00;0.0;
361;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,585.75;2/14/23, 7:00 AM;;$57,921.00;4.0;
362;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,512.75;2/14/23, 8:15 AM;($292.00);$57,372.00;0.0;
363;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,512.75;2/14/23, 8:15 AM;;$57,546.00;-4.0;
364;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,570.50;2/14/23, 11:15 AM;($231.00);$57,141.00;0.0;
365;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,570.50;2/14/23, 11:15 AM;;$57,235.00;4.0;
366;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,744.25;2/16/23, 1:00 AM;$695.00;$57,836.00;0.0;
367;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,744.25;2/16/23, 1:00 AM;;$57,788.00;-4.0;
368;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,575.50;2/16/23, 7:15 AM;$675.00;$58,511.00;0.0;
369;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,575.50;2/16/23, 7:15 AM;;$58,668.00;4.0;
370;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,595.50;2/16/23, 12:15 PM;$80.00;$58,591.00;0.0;
371;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,595.50;2/16/23, 12:15 PM;;$58,918.00;-4.0;
372;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,391.00;2/20/23, 3:15 AM;$818.00;$59,409.00;0.0;
373;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,391.00;2/20/23, 3:15 AM;;$59,431.00;4.0;
374;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,376.50;2/20/23, 9:45 AM;($58.00);$59,351.00;0.0;
375;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,376.50;2/20/23, 9:45 AM;;$59,390.00;-4.0;
376;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,254.50;2/21/23, 1:15 AM;$488.00;$59,839.00;0.0;
377;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,254.50;2/21/23, 1:15 AM;;$59,846.00;4.0;
378;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,228.75;2/21/23, 6:30 AM;($103.00);$59,736.00;0.0;
379;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,228.75;2/21/23, 6:30 AM;;$59,523.00;-4.0;
380;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,142.75;2/22/23, 10:15 AM;$344.00;$60,080.00;0.0;
381;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,142.75;2/22/23, 10:15 AM;;$60,162.00;4.0;
382;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,094.00;2/22/23, 11:45 AM;($195.00);$59,885.00;0.0;
383;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,094.00;2/22/23, 11:45 AM;;$60,009.00;-4.0;
384;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,196.50;2/22/23, 5:45 PM;($410.00);$59,475.00;0.0;
385;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,196.50;2/22/23, 5:45 PM;;$59,482.00;4.0;
386;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,178.75;2/23/23, 1:30 AM;($71.00);$59,404.00;0.0;
387;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,178.75;2/23/23, 1:30 AM;;$59,406.00;-4.0;
388;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,208.50;2/23/23, 4:15 AM;($119.00);$59,285.00;0.0;
389;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,208.50;2/23/23, 4:15 AM;;$59,317.00;4.0;
390;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,188.25;2/23/23, 7:15 AM;($81.00);$59,204.00;0.0;
391;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,188.25;2/23/23, 7:15 AM;;$59,196.00;-4.0;
392;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,149.50;2/23/23, 11:15 AM;$155.00;$59,359.00;0.0;
393;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,149.50;2/23/23, 11:15 AM;;$59,496.00;4.0;
394;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,099.25;2/24/23, 3:15 AM;($201.00);$59,158.00;0.0;
395;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,099.25;2/24/23, 3:15 AM;;$59,161.00;-4.0;
396;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,022.25;2/26/23, 5:15 PM;$308.00;$59,466.00;0.0;
397;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,022.25;2/26/23, 5:15 PM;;$59,472.00;4.0;
398;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,099.00;2/27/23, 9:15 PM;$307.00;$59,773.00;0.0;
399;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,099.00;2/27/23, 9:15 PM;;$59,809.00;-4.0;
400;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,078.50;2/28/23, 2:15 AM;$82.00;$59,855.00;0.0;
401;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,078.50;2/28/23, 2:15 AM;;$59,858.00;4.0;
402;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,108.25;2/28/23, 12:15 PM;$119.00;$59,974.00;0.0;
403;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,108.25;2/28/23, 12:15 PM;;$60,041.00;-4.0;
404;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,119.25;3/1/23, 1:15 AM;($44.00);$59,930.00;0.0;
405;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,119.25;3/1/23, 1:15 AM;;$59,874.00;4.0;
406;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,096.75;3/1/23, 5:15 AM;($90.00);$59,840.00;0.0;
407;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,096.75;3/1/23, 5:15 AM;;$59,915.00;-4.0;
408;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,908.75;3/2/23, 7:15 AM;$752.00;$60,592.00;0.0;
409;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,908.75;3/2/23, 7:15 AM;;$60,625.00;4.0;
410;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,390.50;3/6/23, 10:15 AM;$1,927.00;$62,519.00;0.0;
411;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,390.50;3/6/23, 10:15 AM;;$62,496.00;-4.0;
412;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,190.00;3/8/23, 5:45 AM;$802.00;$63,321.00;0.0;
413;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,190.00;3/8/23, 5:45 AM;;$63,271.00;4.0;
414;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,171.00;3/8/23, 10:15 AM;($76.00);$63,245.00;0.0;
415;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,171.00;3/8/23, 10:15 AM;;$63,304.00;-4.0;
416;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,153.25;3/9/23, 5:15 AM;$71.00;$63,316.00;0.0;
417;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,153.25;3/9/23, 5:15 AM;;$63,362.00;4.0;
418;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,261.75;3/9/23, 9:15 AM;$434.00;$63,750.00;0.0;
419;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,261.75;3/9/23, 9:15 AM;;$63,653.00;-4.0;
420;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,000.75;3/10/23, 5:15 AM;$1,044.00;$64,794.00;0.0;
421;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,000.75;3/10/23, 5:15 AM;;$64,795.00;4.0;
422;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,020.75;3/10/23, 6:15 AM;$80.00;$64,874.00;0.0;
423;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,020.75;3/10/23, 6:15 AM;;$64,885.00;-4.0;
424;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,045.00;3/10/23, 8:30 AM;($97.00);$64,777.00;0.0;
425;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,045.00;3/10/23, 8:30 AM;;$64,748.00;4.0;
426;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,901.25;3/10/23, 10:15 AM;($575.00);$64,202.00;0.0;
427;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,901.25;3/10/23, 10:15 AM;;$64,416.00;-4.0;
428;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,020.25;3/12/23, 3:15 PM;($476.00);$63,726.00;0.0;
429;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,020.25;3/12/23, 3:15 PM;;$64,091.00;4.0;
430;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,056.25;3/13/23, 2:15 AM;$144.00;$63,870.00;0.0;
431;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,056.25;3/13/23, 2:15 AM;;$64,068.00;-4.0;
432;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,111.00;3/13/23, 8:15 AM;($219.00);$63,651.00;0.0;
433;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,111.00;3/13/23, 8:15 AM;;$63,868.00;4.0;
434;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,320.00;3/15/23, 2:15 AM;$836.00;$64,487.00;0.0;
435;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,320.00;3/15/23, 2:15 AM;;$64,610.00;-4.0;
436;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,249.25;3/15/23, 8:15 AM;$283.00;$64,770.00;0.0;
437;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,249.25;3/15/23, 8:15 AM;;$64,733.00;4.0;
438;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,736.50;3/17/23, 1:45 AM;$1,949.00;$66,719.00;0.0;
439;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,736.50;3/17/23, 1:45 AM;;$66,762.00;-4.0;
440;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,724.25;3/17/23, 6:45 AM;$49.00;$66,768.00;0.0;
441;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,724.25;3/17/23, 6:45 AM;;$66,857.00;4.0;
442;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,621.50;3/17/23, 7:45 AM;($411.00);$66,357.00;0.0;
443;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,621.50;3/17/23, 7:45 AM;;$66,271.00;-4.0;
444;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,653.75;3/20/23, 8:15 AM;($129.00);$66,228.00;0.0;
445;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,653.75;3/20/23, 8:15 AM;;$66,382.00;4.0;
446;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,778.75;3/21/23, 7:15 AM;$500.00;$66,728.00;0.0;
447;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,778.75;3/21/23, 7:15 AM;;$66,843.00;-4.0;
448;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,799.00;3/21/23, 11:15 AM;($81.00);$66,647.00;0.0;
449;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,799.00;3/21/23, 11:15 AM;;$66,687.00;4.0;
450;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,820.75;3/22/23, 1:15 AM;$87.00;$66,734.00;0.0;
451;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,820.75;3/22/23, 1:15 AM;;$66,742.00;-4.0;
452;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,865.00;3/22/23, 6:15 AM;($177.00);$66,557.00;0.0;
453;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,865.00;3/22/23, 6:15 AM;;$66,587.00;4.0;
454;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,890.75;3/22/23, 12:15 PM;$103.00;$66,660.00;0.0;
455;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,890.75;3/22/23, 12:15 PM;;$66,420.00;-4.0;
456;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,828.50;3/23/23, 6:15 AM;$249.00;$66,909.00;0.0;
457;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,828.50;3/23/23, 6:15 AM;;$67,015.00;4.0;
458;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,929.00;3/23/23, 10:15 AM;$402.00;$67,311.00;0.0;
459;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,929.00;3/23/23, 10:15 AM;;$67,343.00;-4.0;
460;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,905.50;3/24/23, 12:45 AM;$94.00;$67,405.00;0.0;
461;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,905.50;3/24/23, 12:45 AM;;$67,411.00;4.0;
462;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,845.00;3/24/23, 1:45 AM;($242.00);$67,163.00;0.0;
463;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,845.00;3/24/23, 1:45 AM;;$67,113.00;-4.0;
464;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,841.75;3/24/23, 12:15 PM;$13.00;$67,176.00;0.0;
465;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,841.75;3/24/23, 12:15 PM;;$67,339.00;4.0;
466;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,913.25;3/27/23, 12:15 AM;$286.00;$67,462.00;0.0;
467;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,913.25;3/27/23, 12:15 AM;;$67,595.00;-4.0;
468;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,740.50;3/28/23, 1:15 PM;$691.00;$68,153.00;0.0;
469;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,740.50;3/28/23, 1:15 PM;;$68,185.00;4.0;
470;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,861.00;3/29/23, 8:00 AM;$482.00;$68,635.00;0.0;
471;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,861.00;3/29/23, 8:00 AM;;$68,575.00;-4.0;
472;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,903.25;3/29/23, 8:45 AM;($169.00);$68,466.00;0.0;
473;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,903.25;3/29/23, 8:45 AM;;$68,521.00;4.0;
474;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,024.50;3/30/23, 10:45 AM;$485.00;$68,951.00;0.0;
475;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,024.50;3/30/23, 10:45 AM;;$68,923.00;-4.0;
476;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,117.00;3/30/23, 5:15 PM;($370.00);$68,581.00;0.0;
477;HODL_Strategy(GoLong);Buy to Open;2;4.0;$13,117.00;3/30/23, 5:15 PM;;$68,612.00;4.0;
478;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$13,242.25;4/2/23, 3:15 PM;$501.00;$69,082.00;0.0;
479;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$13,242.25;4/2/23, 3:15 PM;;$69,067.00;-4.0;
480;HODL_Strategy(GoLong);Buy to Close;2;4.0;$13,234.50;4/3/23, 12:15 PM;$31.00;$69,113.00;0.0;
